,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,조암터미널,조암농협,조암GS주유소,어은삼거리,어은4리,장안면행정복지센터,사랑리,덕다2리앞,덕다리입구,독정1리,독정삼거리,장안9리입구,장명초등학교,장안6리,장안3리,장안8리,장명초분교,장안제일교회,장안6리.물구리,덕다2리앞(구래),삼괴중고교,우정읍행정복지센터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,조암터미널,조암리(경유),어은삼거리,어은4리,장안면행정복지센터,사랑리,덕다2리앞,덕다리입구,독정1리,독정삼거리,장안9리입구,장명초등학교,장안6리,장안3리,장안8리,장명초분교,장안제일교회,장안4리입구,장안4리(고잔)종점,장안6리.물구리,덕다2리앞(구래),장안초등학교,조암GS주유소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,발안만세시장,발안삼거리.바다마트,발안리(경유),화성중고등학교,화성시보건소앞,장짐삼거리,제약공단사원아파트앞,지월리입구,상신1리마을앞,수목원,상신6리,구장리새터말입구,상신리,구장1리,향남제약공단앞,팔탄초등학교,제약공단후문.구문천1리입구,팔탄면행정복지센터,구문천리,마곡마을입구,구문천공원,구장삼거리,발안산업단지,구장사거리앞,구문천1리진입로,창곡주유소앞,현동목장앞,창곡3리.독골,구문천삼거리,우렁골입구,구문천5리(회차),창곡2리교회앞,창곡1리,구문천리초록마을,금산사입구,구문천3리,언창공단,창곡1리입구,청요사거리,자안리,우신공업앞,하저리마을회관,하저교회앞,메탈산업단지,하저3리.한미약품,수련개,금광포란재아파트,무송2통.술현,무송교차로,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,기업은행,남양중고입구.기아남양점,양우내안애,자재이골입구,창곡3리,구장1리(새터말.율암리),구종점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리.공구상가,하피랜드,율암삼거리,율암드림마트앞,대방초교,명인제약,노화1리,노하2리,정미소앞,노하3리,노하3리.백미정,노하산업단지,노하할인마트,구장1리(새터말.율암리),구종점,발안만세시장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,기천편의점할인마트앞,기천1리입구,기천1리,전원마을,기천3리,기천3리종점,구장1리(새터말.율암리),구종점,발안만세시장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,율암1리,율암온천,굴다리입구,덕천리.화성온천,덕천리,덕우리(구운말),안덕우리,팔탄전자앞,화성제일병원,화당리,월문리,월문초등학교,나은병원,덕우리.구운말,구종점,발안만세시장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,화성시보건소앞,발안만세시장,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리앞,창곡주유소앞,창곡3리.독골,우렁골입구,창곡2리교회앞,창곡1리,금산사입구,언창공단,창곡1리입구,청요사거리,자안리,태행산예비군훈련장앞,양노리,비봉면행정복지센터,자재이골입구,창곡3리,구장1리(새터말.율암리),바다마트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리.공구상가,하피랜드,율암삼거리,팔탄공단앞,율암2리.쇄네골,하저4리입구,하저3리.한미약품,하저교회앞,하저리마을회관,우신공업앞,자안리,청요사거리,창곡1리입구,언창공단,금산사입구,창곡1리,창곡2리교회앞,자재이골입구,창곡3리,창곡주유소앞,구장사거리앞,구장1리(새터말.율암리),구종점,발안만세시장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,화성시보건소앞,발안만세시장,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,기천편의점할인마트앞,기천1리입구,기천1리,전원마을,기천3리,상기2리입구,상기1리즘곰마을,상기1리호현리,상기1리세거리,수원여대혜란캠퍼스,상기리입구,아울렛패션몰,세거리.상기1리,호현리.상기1리,즘곰마을.상기1리,구장1리(새터말.율암리),바다마트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,화성시보건소앞,발안만세시장,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,소동촌,덕우공단,덕우저수지,팔탄입구,덕리,화성푸드통합지원센터(로컬푸드직매장),해병대사령부종점,구장1리(새터말.율암리),바다마트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,화성시보건소앞,발안만세시장,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,소동촌,가재3리.덕우공단입구,진우아파트,팔탄입구,덕리,화성푸드통합지원센터(로컬푸드직매장),해병대사령부종점,구장1리(새터말.율암리),바다마트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,화남아파트,병점사거리,병점역,홈플러스.벌말초교,성호아파트,우남아파트,신일해피트리아파트,한신아파트,신창2차아파트,안화고등학교,안화초교.주공8.9단지,중심상가,롯데시네마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,장외리.오리골,돈말입구,제부도입구,제부해수탕,개경촌,살고지입구,송교1리,큰말입구,장외리.지긋말,장외리,숲풀안앞,광평삼거리,느티나무앞,광평주유소,광평리,서신중학교후문,매화리,서신터미널,상안리삼거리,상안2리.SK주유소,상안1.2리,상안1리,신흥사,상안리.한국발효,육일2리.코스코밸리,육일리교차로,육일리마을회관,육일리.육교동입구,사강복지회관,사강시장,사강정형외과,봉가1리,돼지고개.삼존리물미,삼존리,슬항3리,구리섬휴게소,외국인보호소,마도사거리,재래시장.마도삼거리,두곡리,쌍송리입구.은장고개,남양육리.남양1동,우림아파트,남양성지,남양사거리,남양읍행정복지센터,동수원남양병원,북양1통.봉림사,북양1통.염티고개,양노3리,양노리,삼화리,천산아파트,비봉초등학교후문,비봉중고등학교,구포리과수원,쌍학리,숙곡리천불사,어천,51사단,원평,전승아파트,옥산마을,천천리,천천리입구,삼미.쌍용아파트,수영오거리.방송통신대입구,국립축산과학원,한국농수산대학,신일우남아파트,SK매직.우림그린빌리지,평생플러스빌,와우농협앞,와우2리,수원대학교,안녕4통,융건릉,타래치길,안녕자원앞,용주사,우남블루존.원광병원,남수원현대아파트,안녕농협삼거리,송산동입구,동문아파트,진안5통.병점육교,병점역후문,유엔아이,한일타운아파트,성호아파트,우남아파트,서동탄역신일해피트리(중),모아미래도.우림필유.평생학습관(중),풍성신미주아파트(중),다은마을(중),동탄홈플러스.다은마을삼성래미안,롯데캐슬.복합문화센터,동탄2동행정복지센터,반송고등학교,사랑의교회,동탄2신도시홍보관,반도5차,신미주아파트,리베라CC,한화.린스트라우스,동탄역(동측),롯데캐슬.포스코더샵,린스트라우스.한화,월드반도,반석초등학교,복합문화센터,동탄홈플러스,풍성신미주(중),안용중학교.현충탑,안녕자원,지킴이마을.타래치길,신일해피트리1차,우림그린빌리지,광도와이드빌.우남그린빌,구포3리,비봉초등학교후문.삼화3리,삼화리.천산아파트,은장고개,구리섬앞,삼존리자동차성능시험장,송산농협.사강정형외과,상안삼거리,서신,목성머리
13,롯데캐슬.포스코더샵,린스트라우스.한화,한화꿈에그린,한화.호반.대원,호반베르디움.롯데캐슬,대우푸르지오.반도유보라,신안2차.반도4차,모아.반도아파트,경남.반도1차,영천유.금성백조,영천초.계룡,자이.우남퍼스트빌,상록.테크노밸리.GS자이,한미약품.푸르지오,예당고사거리,전하리교회.우미제일,동탄이마트.한림대병원,예당마을.롯데캐슬(중),한빛마을.석우중학교(중),메타폴리스(중),다은마을(중),풍성신미주(중),모아미래도.우림필유.평생학습관(중),서동탄역신일해피트리(중),우남아파트,성호아파트,한일타운아파트,유엔아이,병점역후문,진안5통.병점육교,안용중학교.현충탑,송산동입구,안녕농협삼거리,남수원현대아파트,우남블루존.원광병원,용주사,안녕자원,지킴이마을.타래치길,융건릉,안녕4통,수원대학교,와우2리,와우농협앞,임광그대가3단지,효행초등학교,동화초중교,동화휴먼시아6단지,중심상가.화성고용센터,동화휴먼시아1단지.상봉초등학교,봉담택지지구,국민체육센터,봉담읍행정복지센터,삼봉마을.신안인스빌,광산,내리사거리,덕고개길,원평2리입구,원평,51사단,어천저수지,어천,숙곡리천불사,구포3리,구포리과수원,비봉중고등학교,비봉초등학교후문.삼화3리,천산아파트,삼화리.천산아파트,양노리,양노3리,북양1통.염티고개,북양1통,동수원남양병원,남양읍행정복지센터,남양사거리,기업은행,남양중고입구.기아남양점,양우내안애,화성시청,공군부대입구,대광아파트,남양뉴타운.양우내안애,남양중고교입구,북양1통.봉림사,삼화리,비봉초등학교후문,쌍학리,원평2리입구.은혜교회,상2리,봉담중.고등학교,동일하이빌.상봉초등학교,동일하이빌.화성고용센터,동화중학교.동화초등학교,주공5단지,타래치길,안녕자원앞,동문아파트,풍성신미주아파트(중),한빛마을(중),우남퍼스트빌.자이,계룡.영천초,금성백조.영천유,반도1차.경남,반도.모아아파트,반도유보라.대우푸르지오,한화.린스트라우스,동탄역(동측),,,,,,,,,,,,,,,,,,,,,,
14,전곡항,장외리.오리골,제부도입구,살고지입구,장외리.지긋말,장외리,광평삼거리,서신터미널,상안2리교차로,육일2리.코스코밸리,육일리마을회관,사강복지회관,사강시장,사강정형외과,외국인보호소,마도사거리,재래시장.마도삼거리,우림아파트,경기남부수협.보건소,남양성지,기업은행,남양중고입구.기아남양점,양우내안애,화성시청후문,남양아이파크,남양뉴타운1단지,남양뉴타운4단지,북양1통.염티고개,양노3리,양노리,남양뉴타운.양우내안애,남양중고교입구,송산농협.사강정형외과,코스코밸리아파트,서신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,장외리.오리골,돈말입구,제부도입구,송교리(경유),개경촌,송교1리,큰말입구,장외리.지긋말,장외리,숲풀안앞,광평삼거리,느티나무앞,광평주유소,광평리,서신중학교후문,매화리,서신터미널,상안리삼거리,상안2리.SK주유소,상안1.2리,상안1리,신흥사,상안리.한국발효,육일2리.코스코밸리,육일리교차로,육일리마을회관,육일리.육교동입구,사강복지회관,사강시장,사강정형외과,봉가1리,돼지고개.삼존리물미,삼존리,슬항3리,구리섬휴게소,외국인보호소,마도사거리,재래시장.마도삼거리,두곡리,쌍송리입구.은장고개,남양육리.남양1동,우림아파트,경기남부수협.보건소,남양성지,남양사거리,남양읍행정복지센터,동수원남양병원,북양1통.봉림사,북양1통.염티고개,양노3리,양노리,천천리입구,삼미.쌍용아파트,북양1통,은장고개,구리섬앞,삼존리자동차성능시험장,송산농협.사강정형외과,서신,목성머리,살고지입구,제부해수탕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,전곡항,전곡항입구,구름교차로,전곡2리.산업단지,전곡삼거리,전곡삼거리마트,전곡2리마을회관.운천동,육일리.육교동입구,사강복지회관,사강시장,사강정형외과,봉가1리,돼지고개.삼존리물미,삼존리,슬항3리,구리섬휴게소,외국인보호소,마도사거리,재래시장.마도삼거리,두곡리,쌍송리입구.은장고개,남양육리.남양1동,우림아파트,경기남부수협.보건소,남양성지,남양사거리,남양읍행정복지센터,동수원남양병원,북양1통.봉림사,북양1통.염티고개,양노3리,양노리,천천리입구,삼미.쌍용아파트,북양1통,은장고개,구리섬앞,삼존리자동차성능시험장,송산농협.사강정형외과,육일1리.육도리,칠곡리,전곡1리.당고지,전곡1리.화성오일뱅크,전곡2리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,현대기아연구소,현대기아연구소(경유),온석2통앞,온석동입구,안장골입구,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,남양사거리,남양읍행정복지센터,동수원남양병원,북양1통.봉림사,북양1통.염티고개,양노3리,양노리,삼화리,천산아파트,비봉초등학교후문,비봉중고등학교,구포리과수원,쌍학리,숙곡리천불사,어천,어천저수지,51사단,원평,매송초등학교,전승아파트,옥산마을,천천리,천천리입구,구포3리,비봉초등학교후문.삼화3리,삼화리.천산아파트,북양1통,남양중고입구.기아남양점,양우내안애,무송교차로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,발안만세시장,발안리(경유),화성시보건소앞,동양빌딩앞,제암리,한국폴리텍대학,매곡리,해창1리.우리꽃식물원,월문온천,월문초등학교,월문리,화당리,서근리,서근리(느락골),석포삼거리,석포4리,석포2리,석포3리,금의3리,주곡1리,주곡1리입구,금의2리,경신공업사,주곡2리입구,화수2리,관음사입구,원안3리,원안2리,운평리,운평2리,조암4리앞,우정초등학교,금강아파트,조암터미널,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,정남농협,정남도서관,정남초등학교,동남아파트,덕신상가,발산리,계양2리,정남농촌체험학교,문학4리,문학1리,문학주유소,효원납골공원,동오리종점,동오사거리,관리입구,관리고개,백토리상공회의소,행정리,상록하늘채,향남홈플러스,향남읍행정복지센터,화성중앙병원.발안초등학교,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리.공구상가,하피랜드,율암삼거리,팔탄공단앞,율암2리.쇄네골,하저4리입구,하저3리.한미약품,수련개,금강포란재아파트정문,금광포란재아파트,무송2통.술현,무송교차로,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,기업은행,남양중고입구.기아남양점,양우내안애,하저4리,구장1리(새터말.율암리),KEB하나은행발안지점,발안초등학교,대방노블랜드,문학리,외골,문학4리.마을회관앞,계향2리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,발안만세시장,병점역,발안리(경유),화성보건소,화성시보건소앞,홈플러스,동양빌딩앞,신창미션힐.송화초교,제암리,동부출장소.병점초등학교,한국폴리텍대학,병점화남아파트,매곡리,진안동,해창1리.우리꽃식물원,롯데시네마,월문온천,주공11단지.우남퍼스트빌2차,월문초등학교,주공7.8단지,월문리,신미주아파트.주공6단지,화당리,쌍용상록아파트,서근리,능리교차로,서근리(느락골),아너스호텔,석포삼거리,반월2통,석포1리입구,반월초등학교,석포리,삼성반도체,석포5리,반월1통.빅마켓앞,석포5리마을회관앞,반월리큰고개,석포1리(돌서지),반달마을,석포1리(한절),석포6리입구,주곡리,주곡1리마을회관,주곡1리입구,금의2리,경신공업사,주곡2리입구,화수사거리,멱우1리,멱우2리,삼성전자,성지산업,멱우2리부대앞,한각리입구,SK뷰2차아파트,우정읍복지센터입구,신미주아파트앞,삼괴중고등학교,주공8단지,시장앞,주공10.11단지,조암터미널,중심상가,태안119안전센터,신한에스빌아파트,동부출장소앞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,병점역,화성보건소,홈플러스,신창미션힐.송화초교,동부출장소.병점초등학교,병점화남아파트,진안동,롯데시네마,중심상가,안화초교.주공8.9단지,안화고등학교,주공6단지.신미주아파트,신미주아파트.주공6단지,풍성신미주,능동지성로사거리,이지더원.밀알교회,상록예가,능동마을입구,SK뷰파크,반월초등학교,삼성반도체,반월1통.빅마켓앞,빅마켓앞,삼성반도체후문,IT단지(중),한림대병원(중),대우푸르지오.예당고등학교,예당고사거리,전하리교회.우미제일,농서리,삼성전자,성지산업,반월2통,밀알교회,주공6단지,주공6단지입구,태안119안전센터,신한에스빌아파트,동부출장소앞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,발안만세시장,발안리(경유),화성시보건소앞,우림아파트.화성노인회관,주공아파트,고주리.동방산업단지,덕천리삼거리,덕우리(구운말),안덕우리,팔탄전자앞,화성제일병원,덕우리입구,서근리,서근리(느락골),석포삼거리,석포1리입구,석포리,석포5리,석포5리마을회관앞,석포1리(돌서지),석포1리(한절),석포6리입구,주곡리,주곡1리마을회관,주곡1리입구,금의2리,경신공업사,주곡2리입구,화수사거리,멱우1리,멱우2리,멱우2리부대앞,한각리입구,우정읍복지센터입구,삼괴중고등학교,시장앞,조암터미널,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,발안만세시장,발안리(경유),화성시보건소앞,동양빌딩앞,제암리,한국폴리텍대학,매곡리,해창1리.우리꽃식물원,월문온천,월문초등학교,월문리,화당리,서근리,서근리(느락골),석포삼거리,석포1리입구,석포리,석포5리,석포5리마을회관앞,석포1리(돌서지),석포1리(한절),석포6리입구,석포6리(마파지),석포6리,석포교회,월문리온천입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,반달마을,반월리,반월리큰고개,빅마켓앞,삼성반도체후문,IT단지(중),한림대병원(중),예당고사거리,한미약품.푸르지오,상록.테크노밸리.GS자이,우남퍼스트빌.자이,계룡.영천초,금성백조.영천유,반도1차.경남,반도.모아아파트,반도유보라.대우푸르지오,호반베르디움.롯데캐슬,한화.호반.대원,한화꿈에그린,리베라CC,공공청사부지,반도3.금강,레이크빌.하우스디더레이크,하우스디더레이크.우미린,방교초.레이크자이더테라스,산척리,DM디스플레이,장지천,우미린.하우스디더레이크,나래학교,의료시설부지,대우푸르지오.반도유보라,신안2차.반도4차,모아.반도아파트,경남.반도1차,영천유.금성백조,영천초.계룡,자이.우남퍼스트빌,전하리교회.우미제일,농서리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,동탄2차고지,자이파밀리에.LH29,금호어울림.계룡리슈빌,동탄호수공원,호수부영3차.우미린2차,나래학교,반도3.금강,의료시설부지,리베라CC,한화꿈에그린,한화.호반.대원,호반베르디움.롯데캐슬,대우푸르지오.반도유보라,신안2차.반도4차,모아.반도아파트,이주택지.상록.경남아파트,성원아파트.이지더원,동탄2파출소.농협,동원1차.센트럴상록,영천1동,센트럴상록.동원1차,상록.경남아파트.이주택지,반도.모아아파트,반도유보라.대우푸르지오,공공청사부지,레이크빌.하우스디더레이크,우미린2차.호수부영3차,계룡리슈빌.금호어울림,LH29.자이파밀리에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,IT단지(중),한림대병원(중),예당고사거리,한미약품.푸르지오,센트럴상록.동원1차,동탄2파출소.농협,성원아파트.이지더원,상록.경남아파트.이주택지,반도.모아아파트,대우푸르지오.호반베르디움2차,청목초.신안1차,창의고,서희스타힐스.단독주택,호수부영1차,호수부영6차.호수공원행복주택,호수부영5차.아이파크,호수부영4차.아이파크,아이파크.호수부영4차,아이파크.호수부영5차,호수공원행복주택.호수부영6차,베라체.목동초,베라체아파트,예솔초.호반2차.대원2차,신안2차.반도4차,모아.반도아파트,이주택지.상록.경남아파트,동원1차.센트럴상록,전하리교회.우미제일,삼성반도체후문,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,병점역,발안삼거리.바다마트,화성보건소,화성중고등학교,홈플러스,장짐삼거리,신창미션힐.송화초교,지월리입구,동부출장소,수목원,신한에스빌아파트앞,구장리새터말입구,주공1.2단지,구장1리,주공4단지,팔탄초등학교,신창2차아파트,팔탄면행정복지센터,안화고등학교,마곡마을입구,인화초등학교앞사거리(마을),구장삼거리,주공7.8단지,구장사거리.공구상가,SK뷰2차아파트,하피랜드,율암삼거리,참누리아파트.기산중학교,율암드림마트앞,SK뷰파크3차,대방초교,행림마을.삼성래미안,명인제약,기산삼거리,노화1리,반월자이에뜨,노하2리,대우푸르지오,정미소앞,노하3리,노하3리.백미정,노하산업단지,노하할인마트,현대연구소입구,온석2통앞,온석2통,온석동입구,안장골입구,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,기업은행,남양중고입구.기아남양점,양우내안애,무송교차로,신미주아파트앞,주공5단지,우남퍼스트빌,신한에스빌아파트,동부출장소앞,구장1리(새터말.율암리),구종점,발안만세시장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리.공구상가,하피랜드,율암삼거리,율암드림마트앞,대방초교,명인제약,노화1리,노하2리,정미소앞,노하3리,노하3리.백미정,노하산업단지,노하할인마트,현대연구소입구,주유소앞,온석1동,하저3리.한미약품,수련개,금광포란재아파트,무송2통.술현,무송교차로,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,기업은행,남양중고입구.기아남양점,양우내안애,구장1리(새터말.율암리),구종점,발안만세시장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,병점역,화성보건소,홈플러스,신창미션힐.송화초교,동부출장소.병점초등학교,화남아파트,월드메르디앙,다람산공원.진안도서관,미득골마을,진안초교,주공10단지,주공11단지후문,주공11단지.우남퍼스트빌2차,주공7.8단지,SK뷰2차아파트,참누리아파트.기산중학교,SK뷰파크3차,행림마을.삼성래미안,기산삼거리,반월자이에뜨,대우푸르지오,신영통현대아파트1단지,반월동행정복지센터,복지회관,신미주아파트앞,주공8단지,주공10.11단지,주공12단지,진안도서관.다람산공원,태안119안전센터,신한에스빌아파트,동부출장소앞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
