,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
30,우림주공아파트,화성시보건소앞,발안만세시장,발안삼거리.바다마트,KEB하나은행발안지점,발안초등학교,향남읍행정복지센터,향남홈플러스,대방노블랜드,대방노블랜드.풍림아이원,향남중고등학교,향남고등학교,한일베라체.행정초교,신영지웰아파트,단독주택단지,방축리,향남주공1.2단지,향남부영3단지,하길중학교,향남부영13단지,상신하길로주택,향남부영16단지,향남주공18단지,향남제약공단앞,제약공단후문.구문천1리입구,구문천리,외국인복지센터,구문천공원,발안산업단지,구문천1리진입로,메탈산업단지,상신할인마트,신영지웰,화성소방서.향남홈플러스,화성중앙병원.발안초등학교,바다마트,우림아파트.화성노인회관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리.공구상가,하피랜드,율암삼거리,팔탄공단앞,율암2리.쇄네골,하저4리입구,하저3리.한미약품,수련개,금광포란재아파트,무송2통.술현,무송교차로,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,기업은행,남양사거리,남양읍행정복지센터,남양도서관.동광뷰엘,남양중고입구.기아남양점,양우내안애,하저4리,구장1리(새터말.율암리),KEB하나은행발안지점,발안초등학교,향남읍행정복지센터,향남환승터미널,주공7단지,도이초교.향토박물관,대방노블랜드.풍림아이원,향남중고등학교,향남고등학교,한일베라체.행정초교,신영지웰아파트,에일린의뜰.휴먼시아6단지,신명스카이뷰.휴먼시아5단지,신명스카이뷰.우미린,우미린아파트.향일고,신영지웰2차아파트,화성소방서.향남홈플러스,화성중앙병원.발안초등학교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,제암리독립기념관,제암리입구,한국폴리텍대학,고주리.동방산업단지,발안주공아파트,우림주공아파트,화성시보건소앞,발안만세시장,발안삼거리.바다마트,KEB하나은행발안지점,발안초등학교,향남읍행정복지센터,향남홈플러스,대방노블랜드,대방노블랜드.풍림아이원,향남중고등학교,향남고등학교,한일베라체.행정초교,신영지웰아파트,단독주택단지,방축리,향남주공2단지,하길중학교,향남모아엘가아파트,향남부영11단지,향남부영10.11단지,신영지웰,화성소방서.향남홈플러스,화성중앙병원.발안초등학교,바다마트,주공아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,향남부영10.11단지,향남부영11단지,향남모아8단지,롯데씨네마.향남부영7,향남부영3단지,향남주공1.2단지,방축리,단독주택단지,신영지웰,화성소방서.향남홈플러스,향남읍행정복지센터,화성중앙병원.발안초등학교,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리.공구상가,하피랜드,율암삼거리,팔탄공단앞,율암2리.쇄네골,하저4리입구,하저3리.한미약품,수련개,금광포란재아파트,무송2통.술현,무송교차로,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,기업은행,남양중고입구.기아남양점,양우내안애,하저4리,구장1리(새터말.율암리),KEB하나은행발안지점,발안초등학교,에일린의뜰,향남부영7.롯데씨네마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,향남부영10.11단지,향남부영11단지,향남모아엘가아파트,하길중학교,향남부영3단지,향남주공1.2단지,방축리,단독주택단지,신영지웰,화성소방서.향남홈플러스,향남읍행정복지센터,화성중앙병원.발안초등학교,발안삼거리.바다마트,화성중고등학교,장짐삼거리,지월리입구,수목원,구장리새터말입구,구장1리,팔탄초등학교,팔탄면행정복지센터,마곡마을입구,구장삼거리,구장사거리.공구상가,하피랜드,율암삼거리,팔탄공단앞,율암2리.쇄네골,하저4리입구,하저3리.한미약품,수련개,금광포란재아파트,무송2통.술현,무송교차로,무송그린빌리지,무송1통마을입구,그린빌라.롤링힐스,롤링힐스,대광아파트,공군부대입구,화성시청,남양뉴타운.양우내안애,남양중고교입구,기업은행,남양중고입구.기아남양점,양우내안애,하저4리,구장1리(새터말.율암리),KEB하나은행발안지점,발안초등학교,에일린의뜰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,향남주공18단지,향남부영16단지,상신하길로주택,향남부영13단지,하길중학교,향남주공5단지입구,하길초등학교,향남주공5단지,향남부영3단지,향남주공1.2단지,방축리,단독주택단지,신영지웰아파트,한일베라채,향남고등학교,향남중고등학교,대방노블랜드.풍림아이원,상록하늘채,향남홈플러스,향남읍행정복지센터,화성중앙병원.발안초등학교,발안삼거리,화성그린환경센터,관리고개,KEB하나은행발안지점,발안초등학교,대방노블랜드,한일베라체.행정초교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,향남주공18단지,향남부영16단지,상신하길로주택,향남부영13단지,하길중학교,향남부영3단지,향남주공1.2단지,방축리,단독주택단지,에일린의뜰.휴먼시아6단지,신명스카이뷰.휴먼시아5단지,신명스카이뷰.우미린,우미린아파트.향일고,신영지웰2차아파트,화성소방서.향남홈플러스,향남읍행정복지센터,화성중앙병원.발안초등학교,발안사거리.평리,발안삼거리.바다마트,화성중고등학교,KEB하나은행발안지점,발안초등학교,신명스카이뷰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,화성중고등학교,발안삼거리.바다마트,KEB하나은행발안지점,발안초등학교,향남읍행정복지센터,향남홈플러스,대방노블랜드,행정리,백토리상공회의소,안골목장,향남초등학교,백토리사거리,백토1리,한미공조앞,요리공단,요꼴마을회관,요꼴낚시터,까치고개,배밭,송산리입구.부처내고개,원슈퍼.삼거리,부처내,삼거리.원슈퍼.원마트,요리,현대공조,상록하늘채,화성중앙병원.발안초등학교,발안사거리.평리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,조암터미널,조암리(경유),어은삼거리,어은4리,장안면행정복지센터,사랑리,덕다2리앞,덕다리입구,덕다1리,덕다3리,덕다3리.문화촌,덕다리(경유),덕다2리앞(구래),장안초등학교,조암GS주유소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,조암터미널,조암리(경유),어은삼거리,어은4리,장안면행정복지센터,사랑리,덕다2리앞,덕다리입구,독정1리,독정삼거리,독정2리,독정5리마을회관,장안9리,장안7리,장안6리,장안6리노인회관,장안6리.물구리,장명초교입구,장안9리입구,삼주농장입구,덕다2리앞(구래),장안초등학교,조암GS주유소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,영통아이파크캐슬2단지.래미안영통마크원1단지,신영통현대타운.두산위브,반월리큰고개,빅마켓앞,삼성반도체후문,IT단지(중),한림대병원(중),예당고사거리,한미약품.푸르지오,상록.테크노밸리.GS자이,우남퍼스트빌,롯데캐슬.포스코더샵,동탄역(서측),포스코더샵.롯데캐슬,우남퍼스트빌.자이,계룡.영천초,금성백조.영천유,반도1차.경남,무봉초,단독주택,일진정공,상록골프장,만의사.마을회관,치동천힐링마을,경남.반도1차,영천유.금성백조,영천초.계룡,동탄역(동측),전하리교회.우미제일,농서리,래미안영통마크원1단지.영통아이파크캐슬2단지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,조암터미널,조암삼거리(경유),조암8리,우정초등학교,조암4리앞,조암하수처리장,화산2리마을회관,장포정원주택,화산삼거리,기아생활관,장자터,사곡1리,장안우체국,사곡6리,장안여자중학교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,조암터미널,병점역사거리,조암리(경유),홈플러스.벌말초교,시장앞,한신아파트,삼괴중고등학교,구봉산근린공원,우정읍복지센터입구,성호아파트후문,한각리입구,우남아파트,멱우3리,신일해피트리아파트,저수지앞,두산신일아파트,한각1리,모아포스코아파트,원안3리,동탄고등학교,원안2리,숲속자연앤,화수3리,능동은행사거리,화수초등학교,센트럴파크,화수2리,금호어울림,화수농원,메타폴리스(중),화수2리입구,동탄홈플러스.다은마을삼성래미안,화수3리입구,롯데캐슬.복합문화센터,화수3리노인회관,동탄2동행정복지센터,반송고등학교,사랑의교회,화수농원앞,동탄2신도시홍보관,주곡2리(회차),반도5차,화수사거리,멱우1리,업무복합부지,멱우2리,반도6차,멱우2리부대앞,치동초등학교,상록.테크노밸리.GS자이,우남퍼스트빌,롯데캐슬.포스코더샵,동탄역(동측),월드반도,반석초등학교,복합문화센터,동탄홈플러스,한화꿈에그린아파트,자연앤아너스빌,신창미션힐,신창미션힐.송화초교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,병점역,화성보건소,홈플러스,한신아파트,구봉산근린공원,성호아파트후문,우남아파트,신일해피트리아파트,푸른마을.두산위브,나래울,모아미래도.자연앤,자연앤데시앙,한마음초교.광명메이루즈,모아미래도아파트,숲속자연앤,능동은행사거리,센트럴파크,금호어울림,메타폴리스,동양파라곤,롯데캐슬.복합문화센터,동탄2동행정복지센터,솔빛동탄경남아너스빌,동탄복합문화센터,화성미디어센터,동탄119안전센터,현대아이파크,한화꿈에그린아파트,자연앤아너스빌,자연앤아너스빌.한마음초교,신창미션힐,신창미션힐.송화초교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,조암터미널,조암삼거리(경유),장안여자중학교,사곡6리,장안우체국,사곡1리,장자터,기아생활관,화산삼거리,화산1리,석천2리입구,매향2리,매향3리입구,노루물입구,매향3리회센터,매향3리선착장,궁평항(회차),매향3리.가로지입구,화산1리입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,조암터미널,조암삼거리(경유),호수부영1차,장안여자중학교,사곡6리,사곡5리,금강팬테리움2차,사곡2리,노진4리,센트럴힐즈.금강,노진초등학교,반도유보라,노진2리(노인정),반도3.금강,노진2리,레이크빌.하우스디더레이크,노진5리,하우스디더레이크.우미린,노진3리,방교초.레이크자이더테라스,노진리종점,동탄6동복지센터입구,방교동,노진5,신리천,행복주택,에일린의뜰.중흥S클래스에코밸리,이화4리,나루마을.월드반도,신도브레뉴아파트,노진리,새강주공휴먼시아,육탄10용사기념공원,주공휴먼시아후문,풍성신미주(중),모아미래도.우림필유.평생학습관(중),서동탄역신일해피트리(중),우남아파트,성호아파트,송화초교.양우내안애,신창미션힐.송화초교,병점역사거리,홈플러스.벌말초교,풍성신미주아파트(중),한화꿈에그린,나루마을.한화꿈에그린2차,탄요유적공원,우미린.하우스디더레이크,나래학교,금강.센트럴힐즈,호반베르디움3차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,호반3차.창의고,신리입구,베라체.목동초,베라체아파트,예솔초.호반2차.대원2차,신안2차.반도4차,모아.반도아파트,경남.반도1차,영천유.금성백조,영천초.계룡,우남퍼스트빌,롯데캐슬.포스코더샵,린스트라우스.한화,리베라CC,동탄초교,행복주택,에일린의뜰.중흥S클래스에코밸리,동양파라곤,나루고등학교,반송초중교,육탄10용사기념공원,주공휴먼시아후문,풍성신미주(중),모아미래도.우림필유.평생학습관(중),서동탄역신일해피트리(중),우남아파트,성호아파트,송화초교.양우내안애,신창미션힐.송화초교,병점역사거리,홈플러스.벌말초교,풍성신미주아파트(중),한화.린스트라우스,포스코더샵.롯데캐슬,우남퍼스트빌.자이,계룡.영천초,금성백조.영천유,반도1차.경남,반도.모아아파트,대우푸르지오.호반베르디움2차,청목초.신안1차,호반베르디움3차,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,장지동,호반6차,롯데캐슬.제일풍경채,자이파밀리에,산척리,동탄6동복지센터입구,방교동,신리천,행복주택,나루마을.월드반도,신도브레뉴아파트,쌍용예가,솔빛마을.서해.쌍용아파트,풍성신미주(중),우림필유,모아포스코아파트,두산신일아파트,성호아파트,송화초교.양우내안애,신창미션힐.송화초교,병점역사거리,홈플러스.벌말초교,모아미래도,풍성신미주아파트(중),새강마을.휴먼시아,새강주공휴먼시아,나루마을.한화꿈에그린2차,탄요유적공원,신미주아파트,DM디스플레이,레이크반도9차,동탄2아이파크1단지,동탄2아이파크2단지,장지동농협,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,이주택지.상록.경남아파트,성원아파트.이지더원,동탄2파출소.농협,상록.테크노밸리.GS자이,우남퍼스트빌,롯데캐슬.포스코더샵,동탄역(동측),린스트라우스.한화,리베라CC,동탄초교,행복주택,에일린의뜰.중흥S클래스에코밸리,나루마을.월드반도,신도브레뉴아파트,쌍용예가,솔빛마을.서해.쌍용아파트,풍성신미주(중),모아미래도.우림필유.평생학습관(중),서동탄역신일해피트리(중),우남아파트,성호아파트,송화초교.양우내안애,신창미션힐.송화초교,병점역사거리,홈플러스.벌말초교,풍성신미주아파트(중),새강마을.휴먼시아,새강주공휴먼시아,나루마을.한화꿈에그린2차,탄요유적공원,한화.린스트라우스,동탄역(서측),포스코더샵.롯데캐슬,센트럴상록.동원1차,상록.경남아파트.이주택지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,조암터미널,조암삼거리(경유),장안여자중학교,사곡6리,장안우체국,사곡1리,장자터,기아생활관,화산삼거리,화산1리,석천2리입구,매향2리,양지편,기아후문입구,매향,고온리종점,고온리종점(경유),매향삼거리,화산1리입구,우정읍행정복지센터,삼괴중고교,조암GS주유소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,조암터미널,조암삼거리(경유),장안여자중학교,사곡6리,장안우체국,사곡1리,장자터,기아생활관,화산삼거리,화산1리,석천2리입구,매향2리,양지편,기아후문입구,매향,고온리종점,매향삼거리,인제카센터,매향4리,석천3리,매향리,화산1리입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,조암터미널,조암삼거리(경유),장안여자중학교,사곡6리,장안우체국,사곡1리,장자터,기아생활관,화산삼거리,화산1리,석천2리입구,매향2리,매향리,석천3리,석천4리종점,농장축산,석천리,돌담학습체험장,목조마을,석천1리마을회관,석천초등학교,석천1리포도원,기아2차아파트앞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,조암터미널,조암삼거리(경유),장안여자중학교,사곡6리,장안우체국,사곡1리,장자터,기아생활관,화산삼거리,화산1리,화산1리마을회관,화산1리종점,석천2리입구,매향2리,양지편,기아후문입구,매향,고온리종점,매향삼거리,화산1리입구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,조암터미널,조암삼거리(경유),장안여자중학교,사곡6리,장안우체국,사곡1리,장자터,기아생활관,화산삼거리,화산1리,화산1리마을회관,화산1리종점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,조암터미널,조암삼거리(경유),장안여자중학교,사곡6리,장안우체국,사곡1리,장자터,기아생활관,화산삼거리,기아2차아파트앞,석천1리포도원,두레자연중고등학교,이화1리마을회관(회차),이화1리,이화2리앞(이화병원),이화3리입구,슈마타운,애덕가정,이화리종점,애덕의.가정,이화2리앞,이화1리앞,두레자연중고교,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,마산1리.청촌농원,마산1리마을회관,신흥유원지,마산초교,마산2리,고포3리,고포2리,약방앞,고포1리,마산포,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,마산1리.청촌농원,마산1리마을회관,신흥유원지,마산초교,마산2리,고포3리,고포2리,약방앞,고포1리,마산포,어도종점,어도펜션,마산포종점,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,사강종점,사강복지회관,송산중학교,은진화학,중송1리,마산1리,마산1리.청촌농원,마산1리마을회관,신흥유원지,마산초교,마산2리,고포3리,고포2리,약방앞,고포1리,마산포,어도종점,어도펜션,마산포종점,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,사강종점,사강복지회관,육일리.육교동입구,육일리마을회관,육일리교차로,백곡2리,백곡1리,고모교회앞,고모1리,고모2리,청원낚시터앞,청원3리입구,청원1리마을회관,청원초등학교,세종슈퍼앞,슬항1리.절골,화도중학교입구,마도소방서,외국인보호소,구리섬앞,구리섬휴게소,삼존리자동차성능시험장,돼지고개.삼존리물미,봉가1리,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,사강종점,사강복지회관,송산중학교,사강3리.양짓말,인애농원앞,각골입구,천등1리.등굴,천등3리.새말,독지1리.돌내입구,독지2리.문지마을,독지리종점,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,사강종점,사강복지회관,육일리.육교동입구,육일리마을회관,육일리교차로,백곡2리,육일2리.코스코밸리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,사강종점,사강정형외과,봉가1리,돼지고개.삼존리물미,삼존리,슬항3리,외국인보호소,마도소방서,마도농협,마도초등학교,역말,마리실,슬항1리.절골,세종슈퍼앞,청원초등학교,청원교회,금당공단앞,금당2리,금당1리.소곡,백곡2리,백곡1리,고모교회앞,고모1리,흥법리모래지,흥법리마을회관,고모2리,청원낚시터앞,청원3리입구,청원1리마을회관,화도중학교입구,구리섬앞,구리섬휴게소,삼존리자동차성능시험장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,사강종점,사강복지회관,송산중학교,사강3리,쌍정리,쌍정2리.잿말,쌍정2리,용포2리.영계,용포2리,용포1리.당뫼,용포1리,고정2리.고잔,고정2리,정보화마을,고정1리.큰한뿌리,고정4리,쌍정1리.복우물,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,사강종점,사강복지회관,송산중학교,사강3리,쌍정리,쌍정2리.잿말,쌍정2리,용포2리.영계,용포2리,용포1리.당뫼,용포1리,고정2리.고잔,고정2리,정보화마을,고정1리.큰한뿌리,고정4리,쌍정1리.복우물,신천리보건소,천등3리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,사강종점,사강복지회관,송산중학교,사강3리,쌍정리,쌍정2리.잿말,쌍정2리,용포2리.영계,용포2리,용포1리.당뫼,용포1리,고정2리.고잔,공룡알화석지,고정2리,정보화마을,고정1리.큰한뿌리,고정4리,쌍정1리.복우물,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,사강종점,사강복지회관,송산중학교,사강3리,쌍정리,쌍정2리.잿말,쌍정2리,신천리보건소,천등3리,쌍정1리.복우물,고정4리,고정1리.큰한뿌리,정보화마을,고정2리.고잔,고정2리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,사강종점,사강복지회관,송산중학교,사강3리,쌍정리,쌍정2리.잿말,쌍정2리,신천리보건소,천등3리,쌍정1리.복우물,고정4리,정보화마을,고정2리.고잔,공룡알화석지,고정2리,고정1리.큰한뿌리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,사강종점,사강복지회관,육일리.육교동입구,육일1리.육도리,칠곡리,전곡1리.당고지,전곡1리.화성오일뱅크,전곡2리마을회관.운천동,전곡삼거리마트,하내연수원,쟁이골,광평리.고래몰,광평삼거리,느티나무앞,광평주유소,광평리,상안리,서신중학교후문,매화리,서신초등학교,삼밭골,각골,홍법리,사곳리마을회관,사곳리.개내기,용두리,용두1리,왕모대,용두1리.왕모대입구,홍법리마을회관,목성머리,사강시장,사강정형외과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,사강종점,사강복지회관,사강시장,사강정형외과,봉가1리,돼지고개.삼존리물미,삼존리,슬항3리,외국인보호소,마도사거리,재래시장.마도삼거리,두곡리,은장공단,쌍송공단입구,쌍송공단,은장슈퍼,마도교차로,마도할인마트,남양타운,남양육리.남양1동,우림아파트,경기남부수협.보건소,기업은행,남양중고입구.기아남양점,양우내안애,화성시청,공군부대입구,대광아파트,남양뉴타운.양우내안애,남양중고교입구,구리섬앞,구리섬휴게소,삼존리자동차성능시험장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
