정류소명,no
제일은행.이천터미널,6
융건릉,9
대야미역,10
고천다목적체육관,22
앞말,6
수원역고가(경유),25
대야미삼거리,13
관악초등학교,2
소사본동행정복지센터,3
덕봉리,2
신기초등학교정문,8
포레하임.그레미움,12
배다리.서하남나들목,1
역말마을,2
율암삼거리,30
광주시축협,5
광주크리닉센터,11
이곡마을6단지,2
문학주유소,47
분당중앙고앞,18
상광교신다리,28
생문약국,1
금광시장.삼익아파트,5
천천푸르지오상가,26
일월도서관.율천고등학교,11
원당역,1
뱅뱅이,50
박애병원,10
리더스하임8단지후문,6
동부.코오롱아파트,59
홈플러스,1
시립수원산업단지어린이집,105
LG빌리지2차아파트.강남아파트,14
글로벌도서관.성원아파트,18
성원상떼레이크뷰,10
삼일제약,4
석수시장.석수현대아파트,3
수원여자대학교입구,42
대원아파트,9
한라쇼핑앞,17
광명사거리,8
기아자동차남문.광명역세권1단지후문,1
삼덕공원,30
창곡1리,11
메탈산업단지,9
쌍령동.김촌말,19
삼성아파트,26
오산리.천주교묘지입구,6
정왕역환승센터,22
상탑초등학교,1
둔전농협앞,13
한양대구리병원.새마을금고(중),5
철산래미안자이아파트,7
안정6리,1
효자촌,24
위례센트럴푸르지오,4
아름마을.이매고교.효성선경아파트.하나은행,12
도촌주택단지,6
관리입구,11
용인등기소,2
하나가든,1
문학4리,4
세교육교앞,34
월드아파트.월드사거리,4
양봉원,1
어정풍림아파트,30
만안평생교육센터,10
산성역.신흥주공아파트후문,13
방교리,56
초월읍사무소.초월도서관입구,8
귀래리,33
한보라6단지,44
서해중학교.한일아파트,2
새마을금고앞,13
계원예술대학교,4
서현1동.우성아파트,8
박달1동주민센터,5
락원식당앞,34
본오1동주민센터,20
내대지마을5단지.동부아파트,19
참이슬아파트.동일공고,2
군포시청.산본역,19
감골도서관,5
제자교회,9
당수초등학교.삼정아파트,18
반정동,31
수원컨트리크럽,14
형제가든,4
아름마을.방아다리사거리,14
대명고등학교,24
송탄우체국,7
자동차매매센터,19
홈플러스,2
1단지.세마동,11
수영오거리(경유),17
스타필드하남,8
어정중학교.서해그랑블1차,13
양감보건소,2
관고동,1
롯데시네마,11
상현마을현대2차아이파크,17
하북4리,5
이천역,24
도농역.동화중고교.부영A(중),2
덕동초등학교,6
안산테콤단지,27
덕다리입구,2
대림동산,9
사창2리.요꼴,6
수내동소방서.쌍용아파트,15
갈현동,12
각골초등학교,51
조암한라비발디,29
자동차매매상사.기호일보,1
군포국제교육센터.수리동성당,5
보라마을입구,17
서부공용차고지(경유),8
영풍아파트,4
본정리,1
보평중고등학교,6
인덕원삼호아파트,17
라이프아파트,2
고천체육공원,14
추모공원,6
신원낚시터,3
주엽역(중),12
모란농협.모란연세의원,12
천지산업.인성가스충전소,17
서천고등학교,50
관양중학교,15
호평상업지구.이마트,2
정자역,29
모아아파트.세종프라자,2
체이스컬트,17
문호리종점,1
판교역남편,182
신길역사유적공원,3
선부주공14단지,18
한라2차아파트입구,9
수영오거리.신창아파트입구,15
부곡동주민센터,1
우미린2차.호수부영3차,51
희망아파트앞,44
시흥관광호텔.시화초교,1
마을회관,1
소사경찰서,3
소사벌휴먼시아1단지,5
어정삼거리.강남마을,44
화성시청,36
중앙지구대,3
시흥경찰서,1
수원시동부차고지,34
평택터미널,14
차의과대학,2
삼정초등학교,1
정자2동주민센터,59
함상전망대,1
부영아파트.만가대,3
정남파출소,14
금광포란재아파트,2
전곡역앞.농협,1
신안아파트,13
부명고.순천향대학병원,2
왕림마을,20
각골운동장,34
대성아파트,2
양감농협,1
갈천리,30
한대역앞,4
에버랜드(승차홈),39
현대모닝사이드1차아파트.새마을입구.신현리,21
본오동차고지,5
이케아.롯데아울렛광명점,7
현대시범아파트,73
동편마을2단지,24
하안주공2.9단지,12
황제아파트앞,1
병목안삼거리,9
군포경찰서,14
꽃동네입구,1
성남세관.고령친화체험관,34
청학리주공5단지.별내도서관,1
TRW스터링,7
SK스카이뷰.다솔초등학교,16
풍림아파트입구,19
공군관사,42
영조아파트.푸르지오아파트,8
효원초등학교,14
안양국제유통단지.홈플러스,126
만안청소년수련관.태양철물,3
동국대한방병원.수내고교,9
목림삼거리,8
GS자이아파트후문,7
K2볼링장,4
하피랜드,5
금촌역,2
양촌마을건너편앞,40
대양1리,7
정왕역환승센터,4
안산디자인문화고등학교.상록고등학교,27
농협케미컬,1
산본역,53
복지아파트,3
수촌2리.황골,8
한강CM,40
독정삼거리,4
용머리앞,5
모아미래도,4
어정중학교.서해그랑블1차,18
쌍송2리.산업단지내,14
상신리,2
구장삼거리,12
정왕동이주단지,1
경남아너스빌,6
신협오거리,31
사창2리.요꼴,1
동탄국제고등학교,36
무송1통마을입구,6
스타프라자,19
인덕원삼호아파트,11
유엔아이,126
영복여고,2
SK아파트.e편한세상,5
미사강변28단지.부영사랑으로,2
신협오거리,11
비전중학교입구,9
동탄차고지,5
모란고개,30
평택터미널,3
양지고등학교,2
예직,1
한림아파트,9
퇴계원농협,4
효성아파트후문,51
장애인복지회관,29
숙곡리천불사,4
신남동(경유),27
다정한마을.금강아파트,3
곤지암터미널,6
라이프아파트,10
성현마을주공3단지.반도유보라,16
롯데백화점.구리역입구(중),8
한성2차.풍림아파트,5
능평4리.119안전센터,14
탑어린이공원,9
갈뫼초등학교,3
오포소방서,2
양벌1리.매곡초등학교,8
용수리,23
모현면주민센터.왕곡마을,1
와동주민센터,17
장안제일교회,1
새마을,15
송현초등학교.판교이지더원2단지,4
삼화1리,5
둔전초등학교,18
중복동,2
대하초등학교.중원청소년수련관,12
태평2동행정복지센터,10
한림휴먼타워,32
광주터미널.참조은병원앞,10
장안중학교,5
동백이마트,5
정왕어린이도서관.정왕시장,2
권선대림아파트,27
명지대입구,5
신미주아파트,16
기사촌사거리,1
국민은행,19
경기도동물위생시험소,33
권선동,1
이마트,12
해창1리.우리꽃식물원,10
무지개마을.건영아파트,6
시청앞,36
선경아파트,3
우성아파트건너편,19
일동주민센터.중앙병원입구,32
안중공용터미널,1
궁평2리.해운초등학교,2
부발역,13
성남혜은학교.수정청소년수련관,6
광교호반마을입구,18
광교차고지,15
호매실마을14단지.장애인종합복지관,53
풍림아파트.다문화가족지원센터,1
삼거리.원슈퍼.원마트,6
제약공단후문.구문천1리입구,19
성내미육교.판교박물관,7
모아아파트,1
장지동.조은교회앞,9
광명역푸르지오.빛가온초등학교,8
꽃밭,3
LG아파트,9
대성리,2
동백역.성산마을서해그랑블,24
홈플러스.시외버스터미널,11
성원아파트,4
평내호평역,1
일동우체국,7
청요3리,3
내유동종점,1
두레자연중고등학교,1
신안코아건너편,18
신남4통,5
본오교회앞,11
봇들마을9단지,4
해솔마을2.5단지,1
산본1동,38
관양중학교,12
상동역1번출구.부천터미널소풍.홈플러스,33
경남아너스빌.서판교성당,4
SK주유소,2
14단지아파트사거리,6
성남우체국,46
외삼미동입구,2
신라주유소앞,4
원종사거리,2
은행동현대아파트,21
필리핀참전비,1
아튼빌아파트.중원청소년수련관,19
상안리삼거리,12
송산주공1.9단지,4
의정부역.흥선지하도입구,4
안석2통,2
한신.길훈아파트,24
논골,35
삼덕공원,15
대황교.활주로,93
백현마을3.4단지.화랑초등학교,46
나래울,10
즐거운치과앞,1
모란역.모란시장입구.풍생중고교,41
향남교회,1
신라장건너편,1
기천저수지,5
동양파라곤,19
UN군초전기념관,53
융건릉.용주사입구,2
은계주공아파트,4
이충부영아파트,21
두산유리,1
성남종합운동장,5
평촌아트홀,1
성결대학.안양아트센터.명학역,25
벌음동,11
잔다리마을.이영미술관,13
권선보성.두산동아.신우아파트,19
북2리,25
청명대우아파트,26
군포중학교,8
시흥관광호텔.시화초교,9
LG전자물류센터,3
새마을주택,1
쇳골마을.궁내동톨게이트,29
중일초등학교.캐슬프라자,14
용호고등학교,2
신양금속,1
여월단독주택,5
장미마을.현대아파트,18
모란농협,6
계룡1단지,2
부천시청역2번출구.현대백화점.이마트,8
소사벌휴먼시아2단지,7
진위면롯데제과,24
위례31단지,5
송산4리,5
신원아파트,2
부대앞,3
정자사거리.수성고등학교,54
유니온타워.에일린의뜰,1
중앙공원.양지마을청구아파트,9
하길중학교,53
동탄2신도시홍보관,29
구성초등학교.구성지구대,29
동오리종점,45
화원,3
서수지IC입구,16
양곡버스정류장,1
분재단지.도촌동1단지,13
현대공조,2
파장동차고지(경유),11
태평오거리,2
대추골,10
주공2.3단지아파트입구,2
광교차고지(경유),3
홈플러스,19
중앙공원.산본제일병원,15
점촌,1
수원지방법원평택지원.수원지방검찰청평택지청,18
대동서적앞,1
발안주공아파트,11
무궁화진흥아파트,9
임광그대가3단지,19
백현마을4단지,21
오산청호아파트,15
봉림사입구,6
미디어라이브러리,7
삼익세라믹아파트.SKVIEW아파트,6
탄도,2
와동중학교,12
군포제일공단입구,38
진관사거리,1
동호상가,15
수원버스터미널,12
외대사거리.왕산교,27
통복시장로터리,9
안녕4통입구,18
KCC스위첸,9
명지대앞,37
가장산업단지,2
로얄팰리스아파트,23
동명아파트앞,6
신원당마을7단지,1
복합화물터미널후문입구,3
신동아파밀리에,17
투마트,3
상봉초등학교,39
금곡2리,15
사송동자동차검사소,2
선부2동주민센터,2
마전저수지,1
사강시장,5
백마역,2
문암골,3
매송초교.아름마을,9
우체국사거리.안양초교.중화한방병원,15
부천북초등학교,1
도촌7단지.8단지,2
성남초교사거리,20
가재3리.가재3리입구,17
월곡,3
물푸레3.5단지,8
공세성원상떼레이크뷰,12
항호4길,5
힐스테이트앞,36
양지파인리조트,2
한일아파트,1
레이크자이더테라스,26
삼환상가앞,3
안중읍사무소,2
각골공원입구,25
향남초등학교,1
동백우체국,13
우성고등학교,7
산하빌라,1
위브더스테이트9단지,2
한보라마을3.5단지,11
경찰대사거리,20
의정부역.서부광장,1
원천초교,39
풍년마을.김포고,3
수택1동주민센터,1
광명돔경륜장,2
흥덕단독주택지앞,22
독정4리,4
금촌역,3
도립도서관,8
우남아파트,12
예누림아파트511동,6
계향1리,2
평택성모병원,10
수레실.오포롯데캐슬,15
구장리새터말입구,2
한일아파트.삼봉마을,1
동편마을1단지,3
샘마을.대안중학교,7
창박골,8
포일센트럴푸르지오아파트,16
시곡초등학교,3
선수동,1
단대리약국,13
창곡2리교회앞,4
한림대병원,39
한국에보트,1
운천고교.운천초교,77
하남시청(중),1
삼송역5번출구,2
신영지웰.원일플로라아파트,3
공작마을.부영아파트,6
계향리,6
예비군훈련장,5
어천,43
포곡중학교,3
하안사거리.7단지,19
세이브존,13
군포G샘병원,22
파주역,1
금곡1리,4
중앙동우체국,12
대우아파트,3
안덕우리,1
군량2리입구,1
경남아너스빌,12
멱우2리,2
범계중학교,10
장미아파트,23
신환아파트,18
신흥마을,4
경기도박물관.금화마을입구,15
휴먼시아3단지,13
월피한양아파트,12
증거리입구,4
특전교육단정문.매산리공원묘지입구,2
회덕동벽산아파트,17
상유곡.버드실,2
슬항3리,5
성남세무서.미도아파트,12
수원아이파크3단지,18
평촌공고,1
이마트,1
장지리,11
만안초교,4
웅비아파트,32
송탄공단입구.가재동,21
시흥시노인종합복지관,2
인터플렉스스마트센터,4
둔대교차로(경유),1
종합운동장입구,6
오산리.천주교묘지입구,2
정부과천청사,10
죽전동성2차아파트,4
경안장례식장.이편한세상광주역아파트,5
텃골.중대동,21
대림아파트5단지,5
내손공영주차장,6
청화빌라.장미.롯데캐슬A.홈플러스,1
새마을시장,4
까치울역3번출구,10
송내역남부,6
양노3리,21
민속마을.쌍용아파트,2
중앙공원.양지마을금호아파트,59
삼환아파트,10
서재자이아파트앞,5
안산시청,11
마명2리.마을입구,1
한세대학교,12
뉴코아백화점,4
능곡초교,1
의정부성모병원,2
노블카운티,24
공군부대제2정문.면회실,4
중앙시장.농협,19
새터마을모아미래도,52
비산사거리.이마트,63
독정1리,9
동탄2휴먼시아4단지,48
우신공업앞,12
청요사거리,7
중앙역앞,20
탄요유적공원,16
래미안메가트리아2단지,5
래미안메가트리아2단지,8
아울렛패션몰,25
평내중흥.삼창.상록아파트,1
초당역(경유),3
발안만세시장,10
보라초등학교,29
건영.성원아파트.동구동주민센터,16
효성아파트입구,6
대우아파트.양명고교,57
아시아자동차,6
창뜰.장군수산,5
솔안슈퍼,7
성우.나래아파트,1
고주리.동방산업단지,7
부천소방서.부천대학사거리,4
자동차매매상사.기호일보,1
하남시청(중),1
선창포구종점,1
태평터미널,6
이천터미널,3
육일2리.코스코밸리,12
팔곡주유소,16
대하초교,4
유운1리,1
도금단지,30
삼성마을5단지아파트,5
용호고등학교,21
동아2차아파트.우성6차아파트,9
부곡가운길,5
사랑의교회,63
용소1리,6
UN군초전기념관,16
순복음교회,2
근린3호공원.이마트,1
병점고등학교,32
래미안메가트리아상가앞,9
삼성반도체남자기숙사,16
쌍학4리,3
광명시장,4
화영운수차고지,4
(주)아이아,6
상탑파출소,14
구성삼거리.태영데시앙아파트,31
남사,16
금강아파트,5
금호삼익아파트,2
부천역.국민은행,4
동원.SK아파트,10
대림e편한세상정문,1
문형1리봉골입구.노동행정연수원.우림퓨전빌아파트,5
안양시자원회수시설,14
해솔마을6.7단지,1
전대리,7
대원빌라,33
810관원형관앞,5
고잔역뒤편,5
왕곡동마을회관,1
판교도서관.판교청소년수련관,10
한진1차.문산역,1
벽산아파트,41
화성서부경찰서,20
백석역(중),6
성문,1
감드러지(독정3리),4
능실초등학교,41
부림마을.관양2동주민센터,10
롯데아파트,8
회덕동입구,3
풍성신미주아파트,9
부영아파트,9
광명우체국,3
광교웰빙타운.열림공원,20
수원동.쌍용아파트,2
이마트,2
시화중심상가48블럭,1
판교원마을1.2단지.판교도서관,19
용문사,1
동탄역.포스코,1
서인사거리.맥도널드앞,12
동양월드타워,23
월드아파트,7
안말.병무청.호원예비군훈련장앞,1
군자중.군자디지털과학고,5
죽2리,2
광교호수공원입구,26
역동사거리,7
양계장,6
가온마을2단지,42
경기테크노파크,2
극동.동성아파트,1
구갈초등학교.신성.한양아파트,14
둔전다리,5
대촌,1
LG빌리지2차아파트.강남아파트,30
산림조합.영동,7
서정더샵아파트,8
능곡병원,2
고등동,6
안산고등학교,2
초현용인공원묘지입구,1
반도유보라2차,1
도촌5단지정문,6
동구동주민센터,1
정발산동주민센터,1
일산동구청(중),3
초원세경아파트,10
마두1동주민센터,1
오산청호아파트,14
밀목빌라단지,2
금산사입구,7
선경아파트.성남중원경찰서,10
매곡리,1
외국인보호소,5
신미주아파트,58
동창골,2
고강선사유적공원앞,1
경인매일신문사앞,2
매곡리,6
역전우체국,1
성호로22길,3
부곡프라자,3
경기요양병원,1
증거리입구,16
추팔공단,2
안성의료원,9
신리고,2
군자주공12단지,1
소하1단지,11
시낭운동장,4
인정프린스.흥국생명연수원,28
평촌노인정,2
동아에코빌아파트,15
구3번종점,11
부천역남부광장,8
대야초교.ABC학습타운입구,1
광명초등학교,3
곤지암읍사무소,2
부산동슈퍼,39
칠보마을7단지,90
휴먼시아3단지,1
다정한마을.금강주공아파트,1
평택여고.세교중,1
지석역,8
신길휴먼시아3단지,3
호봉골,8
영남1단지.고합아파트,4
세교동부영아파트,6
안녕11통,1
순천향대학병원.부명고,7
중앙시장,4
객사리,2
삼동역육교,15
금어1리,4
구미동차고지(경유),5
현가리부대앞.전차사격장입구,1
궁안마을입구,7
선부초등학교,12
현대출고장.고인돌,6
냅떼,1
성복역.두산기술원,20
논골,5
소하2동주민센터.광명동굴길입구,12
청요2리,10
대우아파트.장곡중학교,2
매화초등학교,11
주공아파트,15
한강센트럴자이,2
원당대림아파트,1
무진아파트,3
군자우체국앞.군자파출소,10
센트럴하이츠아파트,11
백암터미널,3
KT안성지사,1
비전파출소,7
LG빌리지6차.성복동주민센터,6
LG빌리지1차,36
수원전산여고,27
부천소사경찰서,1
부천남중학교,2
독정2리,4
웰츠타워,13
브리즈힐.센트리뷰,2
삼막교,16
신남4통,6
노루실,2
용인터미널(경유),10
공작한양,4
홈플러스,8
함현고등학교,1
성결대학,14
51사단,23
계양리(마을회관),8
정남초등학교,4
구장1리(새터말.율암리),4
중앙초교,2
통복시장,11
고색동입구.고색삼거리,30
서신사거리,3
시청.용인대역,31
독곡삼익2차아파트,18
천천리일광사,14
뱅뱅이,1
금강아파트,5
지월리입구,7
명문고등학교,9
광명시여성비전센터,4
중산마을2단지.해태쇼핑.코오롱아파트,1
주은.풍림아파트,9
시미1리남진말,1
로얄팰리스,10
재활용센타,2
아름다운교회,5
여성회관.복전원,15
기형도문학관.황용사,1
벽산아파트,6
망월리,5
추자리.오포초등학교,5
위례부영사랑으로정문,2
산성동행정복지센터,5
세교육교앞,18
사강복지회관,6
야목리,37
더샵프라임뷰아파트,25
먹자골목,6
신동아파밀리에,22
의왕시청,7
백현마을1단지,8
신리앞,10
서부공영차고지,17
삼신아파트,6
주은.풍림아파트,3
성남세관.고령친화체험관,6
상기1리호현리,10
오산장례식장,9
승마장입구,2
코스트코광명점.자경마을,2
셀레스빌아파트,4
호동초등학교,5
군포부곡도서관,12
서울예술대학,6
이매중학교,5
이화2리앞,3
상우연립앞,7
지곳동,10
복창육교,12
동백동주민센터,10
은산리,4
발산중학교,1
손가면옥,1
진우아파트,3
수자원공사광명가압장,1
광명농협,9
벽산아파트.굿모닝병원,20
㈜에이디티,1
솔안고개,1
중원구청사거리,6
선부2동주민센터,2
송라1리,8
자안리,21
대학9길,1
사동주유소건너편,9
감골도서관,10
동안교,14
문곡1리,2
화정초등학교앞,3
부곡중학교,2
e편한세상,18
파발교.최영일산부인과,5
북부역사거리(경유),1
수주초등학교,2
미득골마을,21
매원초등학교,7
청덕초등학교,1
자봉마을.써니밸리입구,9
현동빌라,2
벽적골8단지,3
정각사입구,1
부천대학교,2
계향2리,14
탑마을주공8단지.중앙도서관,1
주공6단지,7
삼성반도체중문,7
남천병원.서울시남부기술교육원,4
광교호반마을21단지,8
광교차고지.연화장입구,9
보라중학교,44
산성리(경유),3
우석철강,1
발안마을주공아파트,7
수원역.애경백화점후문,12
삼익아파트,10
광명국민체육센터,4
일양약품,32
동신아파트,1
좌전,2
광교에일린의뜰.광교호수공원,27
계향1리,8
성포중학교,15
별내리슈빌아파트,3
평촌동주민센터.인덕원대우아파트,11
옥길LH1단지,1
덕절1리,1
행정리,66
내정중학교.한솔4.5단지,9
전대교앞,1
덕장교회,7
율전동,5
반도유보라정문,3
한국무역정보통신,56
오금동주민센터,5
이매촌안말초교.성지아파트,4
초당고등학교,19
안양시청,23
목감사거리,3
운중동푸르지오하임,2
오전초등학교.동백아파트,7
성일중고.성일정보고.동광중고,17
구문천공원,3
도덕파크1단지입구,1
마두역(중),15
농협.곤지암연세의원,5
청덕중고교.지식산업센터,5
복정동주민센터,2
우림아파트.화성노인회관,3
동고1리,3
분천리.분천교회,4
강선초등학교,1
매송초등학교,16
금곡동구종점.금곡초교,2
남한산성입구.양지파출소,10
무궁화코오롱.건영아파트,12
풍덕고교.성원아파트.지역난방공사.정평중학교,3
맹리,6
어은삼거리,14
신일아파트,1
세교동태영아파트,10
구운동하이마트,24
공도시외버스정류장,6
동화마을1단지.화성고용센터,11
광주하남교육청,1
인현마을,9
덕풍현대아파트,2
은행중학교,1
장짐삼거리,3
한국도로공사,29
봉현마을.광동중고등학교,3
KMW복지관,3
안성종합버스터미널입구(경유),1
추조리,1
송전터미널,10
율암삼거리,3
북변환승센터.구터미널,1
안정5리,5
신창,1
석수초등학교,3
왕성교회,4
요리공단,1
수진리고개.태평고개,4
처인구청.용인농협,7
남양보건소,15
포곡초등학교후문,3
소사역,6
빙그레.코아로아파트,7
의정부우체국,1
푸른마을4단지,2
동수원남양병원,8
태평3동행정복지센터,2
송탄제일중고등학교,3
종합운동장사거리,8
한빛마을3.6단지,2
신흥시장.수정보건소,4
성문,1
주공1단지.무궁화아파트,4
천리입구,2
석수초등학교,11
대원아파트,1
고양동시장,1
직동,2
직동삼거리.광남화물,2
기흥농협,10
남왕마을,1
진건초등학교,2
가래비시장,1
깊은구지사거리,2
전곡터미널,1
가운지구입구,2
롯데칠성음료,1
대명아파트.경기중앙교회,3
도담마을.롯데캐슬,14
산들마을2단지,2
보네르빌리지아파트,3
샛별마을동성아파트,5
구장사거리.공구상가,4
백운고교,6
동아아파트,20
킨텍스,4
판교고교.송현초교,13
장곡고등학교.숲속마을,2
의정부역.동부광장,2
금복리,4
죽전초중고교.대현초교,2
성남시청,75
안양대교앞,6
신일해피트리아파트,26
죽2리,1
한솔마을청구아파트,7
상광교마을회관,4
운중초등학교,3
관음당.두원대입구,3
두원대입구,1
화성시청후문,2
상두2리,2
남곡사거리.남곡초교,2
장안타운.건영아파트,14
호계소방파출소,1
평택경찰서사거리,8
유천아파트,1
중산마을10단지.동신아파트,1
모현초등학교,6
지석역,2
이충동현대아파트,17
안산시외버스터미널건너편,3
광명역세권1단지후문,19
걸포삼거리.하이마트앞,1
삼익아파트,3
내기삼거리,1
내대지마을.힐스테이트,27
꿈마을아파트,18
뉴골든아파트,5
경방기계,3
13단지아파트입구,7
풍림아파트.산림욕장삼거리,2
소사동주민센터.부천성모병원후문입구,2
각골초등학교,24
금강3단지,5
래미안메가트리아1단지,2
수성중학교,10
문예회관입구,1
불곡고등학교,2
월피주공2단지앞,4
석수초등학교,6
정화종합기획,1
신안인스빌,1
가현마을.신갈성당,5
원리,20
신안아파트,11
신남4통,1
삼미.쌍용아파트,12
상록구선거관리위원회,9
한전사거리,35
신왕공단,2
관사.일신건영.새마을금고,1
김포초교,1
금강펜터리움IT타워,27
수암파출소건너편,6
가운휴먼시아.도농해링턴타워(중),2
롯데캐슬정문,2
강남대역.강남대입구,22
천산교회맞은편,5
묵4리.한덕,1
오뚜기식품.두산벤처다임.나눔초등학교,21
인덕원삼성아파트.인덕원고등학교,9
어은목마을.코아루아파트,5
뿌리기술센터.금형기술교육원,1
돌다리.구리전통시장(중),7
유통상가,8
동신빌라.하탑중학교,18
삼동역.바깥가지울,3
어린이공원앞,13
공원마을,18
포천의료원,1
태장고등학교,7
낙생초등학교,5
삼성아파트,1
쥬네브상가,6
숲풀안앞,1
수내동소방서.쌍용아파트,9
군포G샘병원,4
군서초등학교,1
앞말,15
백현고등학교.한라비발디아파트,32
초지역,8
(구)안성터미널,11
한경대,17
안산디자인문화고등학교,2
영천1동,17
의왕초등학교,6
연합강건,1
매향2리,1
궁평해수욕장,3
도촌5단지.도촌종합사회복지관,7
장현2리,1
십자약국,1
용호고등학교,4
하갈1동입구,11
금호카센터,16
장전평왕산주유소,4
덕정주공7단지,1
송탄고교,6
동아아파트,11
KTX광명역2번출구,1
수원아이파크2단지,3
용문터미널,2
갈매1.2단지.이스트힐정문,1
효자연립앞,2
항공대입구(중),1
고매사거리.고매농협,9
객사리,5
어천저수지,2
교수마을,7
평동,18
군포초등학교,5
성포주공10단지,1
남양시장.하이스트빌,2
갈매2단지.이스트힐후문,2
성원아파트3동,56
엔씨백화점,6
신영지웰,17
금용아파트,3
남사(내기),15
과천주공2.3단지,18
법원검찰청입구,3
복사골문화센터.반달마을,4
하저3리.한미약품,5
어정풍림아파트,2
한솔리치빌1.5단지,2
광도와이드빌,3
동산고교앞,1
은산5리,6
팔탄공단앞,2
밀목사거리.광주시청앞,1
상지석.대우.진흥아파트,1
까치고개,4
비전고등학교,5
수원지방법원평택지원.수원지방검찰청평택지청,3
충훈부종점,1
행정리,3
동보아파트,17
우성아파트정문,10
상록구선거관리위원회,10
그린타운상가.무지개마을,1
중흥아파트,3
평택고용센터,3
모현지석묘입구,1
부림동주민센터,10
봉담한신아파트,19
피사리골프,2
오리초등학교,5
율촌화학앞,1
삼호아파트,4
내1리.내촌축협앞,1
광능내종점,1
심곡천종점.부천보건소,3
교동,1
서해아파트,9
삼보상록마을정문,43
본오아파트앞,21
북부도서관,4
덕풍시장.KT하남지사,3
비냥,1
광명소방파출소,1
염심,6
호수마을자연앤데시앙.월드메르디앙,2
성남혜은학교.수정청소년수련관,6
대화역,9
광덕시장,5
부곡제2종합시장,4
사리운동장,11
송내역C,1
양석골,5
백산철강맞은편,1
쌍송2리앞,3
송내역A,1
부곡초교,2
모아미래도.자연앤,1
녹양역,1
성남수정경찰서,4
수리동설악아파트,7
컨테이너기지,3
부천체육관북문,1
화랑공원남편,35
풍림2단지,1
화성시청,1
동성아울렛,5
갈목,1
사릉역,1
국방전직교육원.밀리토피아시티,4
중앙역건너편,10
통복시장,12
화성푸드통합지원센터(로컬푸드직매장),14
내손초등학교,10
홈플러스,7
보은용사촌.펜션단지,1
제3697공병부대,1
리베라CC,45
서현문화의집,5
송내역.반달공영주차장,1
목련마을,1
7단지아파트,2
금당터널입구.쌍용아파트,2
안산디자인문화고등학교.상록고등학교,39
양지면사무소,3
구장1리,1
금정초등학교,7
문발동.아랫말,1
서해아파트앞,16
신일아파트,10
안양세무서,6
LS타워,71
성산동.이성산성,1
소사어울마당.소사보건소,1
삼성아파트.대우아파트,6
곡정고.수원아이파크시티7단지아파트,11
임광아파트정문.효자촌입구.분당중앙교회,3
내대지마을7단지.새터마을,6
한국철도기술연구원,3
사동정비단지,2
시곡중학교,4
국립암센터,4
고잔역앞,4
용사촌입구,1
정재초등학교,3
화정1동주민센터,1
내동.내손초등학교,4
밀목빌라,2
명법사,1
평옥,2
현대아파트,4
수평사거리.우림아파트,1
건영빌라,30
거무개삼거리,2
거모동동보아파트,1
율천고등학교,4
신원아파트,2
대양2리,6
배다리.서하남나들목,5
박달삼거리,6
만안평생교육센터,4
금호어울림,2
고대병원앞,5
광교호반마을21단지,13
대주피오레1단지,13
영남2단지,4
금정새마을금고,1
안양1번가,1
주내성당.파주휴먼시아,1
회룡역,6
통복동신명보람아파트,2
주공7단지,1
한국폴리텍대학,3
화훼단지,1
임광그대가3단지,26
어은목마을.대원칸타빌,5
수원아이파크5단지.곡정초등학교,17
초월역.롯데아파트,14
초월읍사무소.초월도서관입구,5
율동공원사거리,12
태영데시앙,2
동화휴먼시아6단지,9
반도유보라정문,1
세평지하차도(경유),1
시흥고교.태평아파트,4
화정2동주민센터,2
대림호수공원아파트,8
와동중학교입구,2
선경무궁화아파트,11
신미주아파트,2
광복시장.철산두산위브아파트,1
유운2리,1
용덕사.자애원앞,1
장암주공2단지.장암우성아파트,3
성남초교사거리,3
대진고등학교,7
현대모닝사이드2차아파트,12
계룡리슈빌,1
갈매3단지한라비발디정문,1
제2가장산단1지구,10
팔탄면사무소앞,8
한진아파트,1
팔탄초등학교,8
성균관대역.고용노동부경기지청.율전성당,3
수리산역.5단지,9
홈플러스,8
금호전기,2
e편한세상11단지,1
화성종합경기타운사거리,3
구성동주민센터.삼성래미안2차,13
청요사거리,3
장짐삼거리(경유),7
현대아파트,7
한다리마을,3
당골마을,2
창동,1
청솔마을,1
청실빌라,1
장지2동.앞가지창고,1
가천대역.가천대학교,3
푸르지오3차,1
철산2동주민센터,5
용두2리,2
복합화물터미널후문입구,9
민락동종점(경유),3
양교3리,1
근로자복지회관,18
벽산블루밍,15
미사강변12.13단지.구산성지,5
신일유토빌아파트.신안인스빌아파트후문,1
숲속길마을3.6단지,1
진흥아파트,11
광명소방파출소,2
도자박물관.친환경농산물유통센터,2
에스콰이어,2
수협사거리,1
일동주민센터.중앙병원입구,8
성령교회,4
포스빌.안양고용센터,21
